# Hosts where Web Data Commons saw one employer's vacancies (Common Crawl 2024-12) that the
# lists do not name. Written by builder/tools/domains-wdc.mjs; read by the hunter, which decides
# by reading the site. domain, employer
carreras.bd.com, Becton Dickinson & Company
t-systems.jobs, Deutsche Telekom Cyber Security Austria GmbH
jobs.hs-albsig.de, Hochschule Albstadt-Sigmaringen
stellenangebote.hs-rm.de, Hochschule RheinMain
hswt.de, Hochschule Weihenstephan-Triesdorf
qlx.com, Qualex Consulting Services Inc.
careers.cmrad.com, Collective Minds Radiology
hqlsolutions.com, HQL SOLUTIONS
testreesite.azurewebsites.net, Nous Infosystems
careers.spglobal.com, S&P Global
careers.spingrowth.se, Tromb
career.splonline.com.sa, Saudi Post| SPL
spoferan.com, FuPa
spreewerk.de, Umwelt- und Ingenieurtechnik GmbH Dresden
careers.spx.com, our team
vbwebsol.com, VB WEB AND SOFTWARE SOLUTION
lolyo.at, cycoders GmbH
careersthailand.knaufapac.com, คนอฟ ประเทศไทย
iowagic.org, Bolton &amp; Menk Inc.
kcl.ac.uk, Human Resources - King's College London
jobs.kcnpnm.org, Logan Health
karriere.swsls.de, Stadtwerke Saarlouis GmbH
karriere.swv.de, Stadtwerke Viernheim
careers.ttcsugar.com.vn, Công ty Cổ phần Thành Thành Công - Biên Hòa
safehomeinspection.com, Developers Place Inc.
sahajpharma.com, King LLC
career.sahfsys.net, Company Name
sai-liberation.com, GUXOFT
sakura.ad.jp, さくらインターネット株式会社
careers.sasgroup.net, SAS Group
careers.ehab.group, Esmaeilzadeh Holding AB
nghebaohiem.net, Upwork
evbc.uni-jena.de, University of Toronto
jobs.unibas.ch, Universität Basel
s-kariyer.com, Sahibinden Bilgi Teknolojileri
karriere.cybersicherheit-bw.de, Cybersicherheitsagentur Baden-Württemberg
karriere.dguv.de, Deutsche Gesetzliche Unfallversicherung e.V.
karriere.suewag.com, Süwag
careers.sunpharma.com, Sun Pharmaceutical Industries Ltd
sunshineinfomanpowerservices.in, Anand Khobragade
jobs.supermooncapital.com, Sahha
jobs.nmms.co.uk, Northern Marine
nyswa.org, PerfectVision
careers.simsltd.com, simsmetalm
sitebase-classic.de, Musterunternehmen GmbH
kuehne.de, Carl Kühne KG
kulturmanagement-netzwerk.de, Keine Angabe
flex-idea.gr, GUXOFT
flyira.com, Shazes
umsatteln-lohnt.de, Bike Market GmbH
vc4a.com, VC4Africa
vcc.or.tz, Victory Christian Centre Tabernacle
careers.ssg-service.com, SCOTT Sports SA
ssg.co.za, Systems Services Group
ssgtechnologies.net, SSG Technologies
jobs.isdin.com, isdinsa
ismena.com, iSolution
isn.ng, Internet Solutions Nigeria
iso-point.nl, ECO NOVA B.V.
ettitudemedia.com, FiftyIsNifty
werkenbij.kw1c.nl, Koning Willem I College
iqsig.com, SMACC Consultants LLC
qualityresourcepvt.com, QRG Local
quzara.com, Quzaara
employment.ucsd.edu, UC San Diego
egisg.com, ISG
careers.caa.co.uk, Civil Aviation Authority
caeonline.com, Capital Asset Exchange & Trading LLC.
cn.caeonline.com, Capital Asset Exchange & Trading LLC.
fr.caeonline.com, Capital Asset Exchange & Trading LLC.
jp.caeonline.com, Capital Asset Exchange & Trading LLC.
glueckimjob.cal-group.at, Österreichische Lotterien
camolukconcept.com, Weimann Ltd
careers.caprion.com, CellCarta
belgiumjobs.carrefour.eu, carrefourb
carrieresecurite.fr, FIDUCIAL
dsninc.catsone.com, DSN
ptpllc.catsone.com, People Technology &amp; Processes
rsgbrasil.catsone.com, rsg
ausbildung.omg.de, ActiView GmbH - Digitalagentur
jobs.tnb.com.my, Tenaga Nasional Berhad
pyaregamer.com, PG Group
careers.asahiinternational.com, asahiceeur
aseanmineaction.org, ARMAC
askaide.com, confidential
carrieres.aso.fr, Amaury Sport Organisation
teamtailor.assessfirst.com, Assessfirst
offertelavoro.3pclc.ch, 3P clc Sagl
fsdsurveys.ca, Farley Smith &amp; Denis Surveying Ltd
jds.fr, Info Region Editions
careers.foodtravelexperts.com, SSP
fore2feet.com, Strategic Operational Solutions
foreverbetter.com, PUMA
dskbank.bg, Банка ДСК
careers.gfgalliance.com, libertyone
tuv.com, TÜV Rheinland
mnftechnologies.com, MNF Technologies
southalabama.uloop.com, Wyndy
tr.wyser-search.com, Turkey
izanau.com, Heart Corporation
hu.nl, Hogeschool Utrecht
karriere.bwfuhrpark.de, BwFPS
carriere.polene-paris.com, Polène
polizei-beratung.de, eBay Kleinanzeigen & Polizeiliche Kriminalprävention der Länder und des Bundes
posouvamehranice.cz, Leuze Engineering Czech s.r.o.
poststatus.com, Savage Ventures
jobs.lhtservices.com, Lighthouse Technology Services
predictivesalesai.com, PSAI
professionalstafflatam.com, KAM
tuyendung.thaibinhduong.vn, CÔNG TY CỔ PHẦN TẬP ĐOÀN THÁI BÌNH DƯƠNG
careers.thaioilgroup.com, thaioilpub
thebirmgroup.com, The Birmingham Group
thecocoapost.com, ECOM Agro-industrial Corp. Ltd
policecareers.theiacp.org, Lexipol
thenextguru.nl, NXTEPP
gogovan.theresumator.com, GoGoX
karriere.thm.de, Technische Hochschule Mittelhessen
thorntongregory.com, Taylor Stevenson
rocket-ulm.de, SAX Power GmbH
roconstruction.com, Robertson & Olson Inc.
jobs.roconsulting.de, robert obermeyer consulting GmbH
rofertrading.com, RNF Group
iiot.de, MAS Management und Software GmbH
career.ibsagroup.com, ibsafarmac
ibtweb.de, ibt Ingenieure + Planer Infrastruktur und Stadtentwicklung GmbH
ifairworthy.com, Leonardo
urbanagcouncil.com, Emory University: Campus Services
urbaponts.org, VIADUC Conseil
jobb.axfood.se, Axfoodfamiljen
karriere.svlfg.de, Sozialversicherung für Landwirtschaft Forsten und Gartenbau
careers.svp.vet, Southern Veterinary Partners
svrobo.org, Robust AI
torqsys.com, Tourque Automation System
joinhqgroup.com, HQ Pack
werkenbij.vu.nl, Vrije Universisteit
karriere.bowe.com, BÖWE SYSTEC GmbH
careers.coegroup.fi, CoE Group
coiirm.es, Caramelos Cerdán
comsecglobal.com, HUB Security
comunidadeempregope.com.br, Confidencial
concordantsolutions.in, DELHI BASED IT COMPANY
cornwall.games, SPYSQUAD HQ CIC
archaeopool.com, ArchaeoBW
arcpeople.nl, Scheidt & Bachmann
armansolutions.com, راهبردهای خلاق آرمان
arqqa.net, Arrqa Digital
jobs.arvesta.eu, arvestabv
grandhiring.com, Employer
grantthornton.ee, Eesti | Raamatupidamise auditi ja nõustamise teenused
jobs.grenke.com, grenkeag
careers.grifolsplasma.com, Biomat USA Inc.
members.growcedarvalley.com, \r University of Northern Iowa\r
growndirect.co.uk, Plants Galore
erpswiss.com, ERP Solutions LLC
mehrdrinalserwartet.de, Evangelisches Krankenhaus Wesel GmbH
career.globant.com, sistemasgl
veterans.aus.com, Allied Universal
jobs.austinbar.org, Network for Public Health Law
auxiliairedevie.agency, Morgan &amp; Mallet
juru.ai, atQuest
oeipl.org, Orbit Electromech India Pvt Ltd
bees.to, Roboflow
beeskneestravel.co.uk, GUXOFT
careers.betagro.com, betagropub
g5sgroup.com, G5S
improove.tech, Neosperience S.p.a.
imsep.com, IMS Engineered Products
imskt.de, IMS Kommunikationstechnik GmbH Leipzig
mzenggintl.com, MZ Engineering
tms-bonn.de, technisch-mathematische studengesellschaft mbh
oldiconsulting.fr, Poste d’Ingénieur(e) commercial(e)
karriere.bansbach-gmbh.de, Wirtschaftsprüfungsgesellschaft / Steuerberatungsgesellschaft
baronie.com, Stollwerck GmbH
karriere.bat.com, British American Tobacco
batchgooma.com, INTLOOP株式会社
bauingenieur.click, KESSEL AG
platinum-employment.co.uk, -
career.plixxent.com, plixxentho
addressware.com, ESW Software Warda KG (GmbH & Co.)
administratieve-medewerker.be, People solutions
jobs.admonsters.com, Otto GmbH
adsfly360.com, Delente Technology Pvt ltd
esgroup-hamburg.de, TRESCO Personalberatung
esgroup.de, JK Personal Consult GmbH
careers.essaroil.co.uk, essaroiluk
karriere.kkbgmbh.de, Kreis Kleve Bauverwaltungs-GmbH
kknag.com, K. K. Nag Pvt. Ltd
mx.t2o.com, t2ó
t2o.com, t2ó
hippotechgroup.com, SCI SOTRADIC
hirehippo.io, Medium
hitmagroep.nl, Efcon Water B.V.
karriere.hwk-ufr.de, Handwerkskammer für Unterfranken
career.teamfront.se, Tech Stn.
42t.teamtailor.com, 42T
aritmaas.teamtailor.com, Aritma AS
assist24group.teamtailor.com, Assist24 Group
avarda.teamtailor.com, Avarda
bambuser.teamtailor.com, Bambuser
bespokepixel.teamtailor.com, Bespoke Pixel
biocrucible-1678978162.teamtailor.com, Biocrucible
breathebatterytechnologies.teamtailor.com, Breathe Battery Technologies
brutfrance.teamtailor.com, Brut. France
castai.teamtailor.com, CAST AI
cdpworldwide.teamtailor.com, CDP Global
doga.teamtailor.com, DOGA
eadtrust.teamtailor.com, EADTrust
edurio.teamtailor.com, Edurio
edzagroup.teamtailor.com, Ed:Za
erlangsolutions.teamtailor.com, Erlang Solutions
esri.teamtailor.com, Esri Sverige
fairgroup.teamtailor.com, Fair Group
fightclub.teamtailor.com, Fightclub
footasylum.teamtailor.com, Footasylum
gimrobotics.teamtailor.com, GIM Robotics
hifab.teamtailor.com, Hifab
hobbii.teamtailor.com, Hobbii
inhaus.teamtailor.com, INHAUS
insiteenergy.teamtailor.com, Insite Energy
intempusaps.teamtailor.com, Intempus ApS
ipfdigital.teamtailor.com, IPF Digital
kiekert.teamtailor.com, Kiekert
kpmgglobalservices.teamtailor.com, KPMG Global Services Hungary
levelup.teamtailor.com, Level up
manomotion.teamtailor.com, ManoMotion
markenergibyggarna.teamtailor.com, Mark &amp; Energibyggarna i Göteborg AB
mdpipoland.teamtailor.com, MDPI Poland
minkainc.na.teamtailor.com, minka_
mintos.teamtailor.com, Mintos
ogilvyparis.teamtailor.com, Ogilvy Paris
omexom.teamtailor.com, Omexom Sweden
piscerab.teamtailor.com, Piscer AB
polypeptidestrasbourg.teamtailor.com, PolyPeptide France
pret.teamtailor.com, K&amp;Z Holdings - Pret A Manger
prevas.teamtailor.com, Prevas
proactivesoftwarenederlandbv.teamtailor.com, ProActive Software Nederland B.V.
procellatherapeutics.teamtailor.com, The SmartCella Group
raidboxes.teamtailor.com, Raidboxes
scaniabemanning.teamtailor.com, ReQruitify by Scania Bemanning
sebembedded.teamtailor.com, SEB Embedded
sema4.teamtailor.com, Sema4.ai
sendsafely.teamtailor.com, SendSafely
silenteight.teamtailor.com, SilentEight
soltec.teamtailor.com, Soltec Power Holdings
surplusmap.teamtailor.com, surplusmap
sweatcoin.teamtailor.com, Sweatcoin
tacticaladventures.teamtailor.com, Tactical Adventures
thyssenkruppromania.teamtailor.com, thyssenkrupp Bilstein Sibiu
twodaynorway.teamtailor.com, twoday Norway
vincitoyj.teamtailor.com, Vincit
wspnetherlands.teamtailor.com, WSP Nederland
techhelp.ca, Kodify Media Group
techproof.nl, DebitRoom
tecpeople.com, Ref #959
jobs.telecom-handel.de, KOMSA AG
jobs.genoma.work, ABInBev
geotekglobal.com, Sharing Innovations Tech LLC
gettechta.com, Norson
wcc.ca, Western Community College
bytheway.fr, By The Way
psfamilynyc.org, Program Support FCCN
urfm.psu.edu, Penn State - Earth and Mineral Sciences
careers.tsc.nsw.edu.au, The Scots College
recruitment.mo.co.uk, Motability Operations
mobile-energietechnik.de, Weigerstorfer GmbH
moerz.de, Mörz Metallbearbeitungs GmbH
moraerumon.jp, もらえるもん運営事務局
ljdesignmfg.com, Laacke &amp; Joys Company
place2be.e2m.energy, energy2market
vacanciesinturkey.com, VMLY&R
careers.vaisala.com, vaisalaoyj
systemarchitect.nl, VDL ETG Technology & Development
3-gs.com, 3Gs
realworkfromanywhere.com, DuckDuckGo
careers.redfin.com, REFREDUS
bochum.regio.jobs, Friedrich PICARD GmbH & Co. KG
braunschweig.regio.jobs, Kroschke sign-international GmbH
regio.jobs, BA Gebäude- Bau- und Immobilienmanagement GmbH
rentlift.eu, WIESECKER GROUP
rettet-das-kind-stmk.at, RDK
se-onetop.com, 当社
se.com, Schneider Electric
forum.serwiswypoczynkowy.pl, Atos Poland Global Services sp. z o. o.
aqltech.com, AQL Technology
job.pccw.com, hktservice
b-tu.de, BTU Cottbus-Senftenberg
